,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
954,956,espathra,yellow,mountain,humanoid,psychic,0.24,19,900,opportunist,frisk,speed-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,yellow humanoid espathra who is of psychic type and lives in mountain.
955,957,tinkatink,pink,forest,humanoid,fairy,0.75,4,89,mold-breaker,own-tempo,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,pink humanoid tinkatink who is of fairy type and lives in forest.
956,958,tinkatuff,pink,mountain,upright,fairy,0.35,7,591,mold-breaker,own-tempo,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,pink upright tinkatuff who is of fairy type and lives in mountain.
957,959,tinkaton,pink,mountain,upright,fairy,0.18,7,1128,mold-breaker,own-tempo,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,pink upright tinkaton who is of fairy type and lives in mountain.
958,960,wiglett,white,sea,fish,water,1.0,12,18,gooey,rattled,sand-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,white fish wiglett who is of water type and lives in sea.
959,961,wugtrio,red,sea,fish,water,0.2,12,54,gooey,rattled,sand-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,red fish wugtrio who is of water type and lives in sea.
960,962,bombirdier,white,mountain,wings,flying,0.1,15,429,big-pecks,keen-eye,rocky-payload,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,white wings bombirdier who is of flying type and lives in mountain.
961,963,finizen,blue,sea,fish,water,0.78,13,602,water-veil,water-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,blue fish finizen who is of water type and lives in sea.
962,964,palafin,blue,sea,upright,water,0.18,13,602,zero-to-hero,zero-to-hero,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,blue upright palafin who is of water type and lives in sea.
963,965,varoom,gray,rough-terrain,upright,steel,0.75,10,350,overcoat,slow-start,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,gray upright varoom who is of steel type and lives in rough-terrain.
964,966,revavroom,gray,mountain,heads,steel,0.29,18,1200,overcoat,filter,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,gray heads revavroom who is of steel type and lives in mountain.
965,967,cyclizar,green,rare,upright,dragon,0.75,16,630,shed-skin,regenerator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,green upright cyclizar who is of dragon type and lives in rare.
966,968,orthworm,pink,rough-terrain,upright,steel,0.1,25,3100,earth-eater,sand-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,pink upright orthworm who is of steel type and lives in rough-terrain.
967,969,glimmet,blue,cave,upright,rock,0.27,7,80,toxic-debris,corrosion,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,blue upright glimmet who is of rock type and lives in cave.
968,970,glimmora,blue,cave,quadruped,rock,0.1,15,450,toxic-debris,corrosion,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,blue quadruped glimmora who is of rock type and lives in cave.
969,971,greavard,white,grassland,quadruped,ghost,0.47,6,350,pickup,fluffy,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,white quadruped greavard who is of ghost type and lives in grassland.
970,972,houndstone,white,cave,arms,ghost,0.24,20,150,sand-rush,fluffy,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,white arms houndstone who is of ghost type and lives in cave.
971,973,flamigo,pink,mountain,upright,flying,0.39,16,370,scrappy,tangled-feet,costar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,pink upright flamigo who is of flying type and lives in mountain.
972,974,cetoddle,white,mountain,humanoid,ice,0.59,12,450,thick-fat,snow-cloak,sheer-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,white humanoid cetoddle who is of ice type and lives in mountain.
973,975,cetitan,white,rare,upright,ice,0.2,45,7000,thick-fat,slush-rush,sheer-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,white upright cetitan who is of ice type and lives in rare.
974,976,veluza,gray,sea,upright,water,0.39,25,900,mold-breaker,sharpness,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,gray upright veluza who is of water type and lives in sea.
975,977,dondozo,blue,sea,fish,water,0.1,120,2200,unaware,oblivious,water-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,blue fish dondozo who is of water type and lives in sea.
976,978,tatsugiri,pink,sea,upright,dragon,0.39,3,80,commander,storm-drain,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,pink upright tatsugiri who is of dragon type and lives in sea.
977,979,annihilape,gray,mountain,upright,fighting,0.18,12,560,vital-spirit,inner-focus,defiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,gray upright annihilape who is of fighting type and lives in mountain.
978,980,clodsire,brown,grassland,quadruped,poison,0.35,18,2230,poison-point,water-absorb,unaware,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,brown quadruped clodsire who is of poison type and lives in grassland.
979,981,farigiraf,brown,forest,upright,normal,0.18,32,1600,cud-chew,armor-tail,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,brown upright farigiraf who is of normal type and lives in forest.
980,982,dudunsparce,yellow,forest,quadruped,normal,0.18,36,392,serene-grace,run-away,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,yellow quadruped dudunsparce who is of normal type and lives in forest.
981,983,kingambit,black,urban,upright,dark,0.1,20,1200,defiant,supreme-overlord,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,black upright kingambit who is of dark type and lives in urban.
982,984,great-tusk,purple,rough-terrain,upright,ground,0.12,22,3200,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,purple upright great-tusk who is of ground type and lives in rough-terrain.
983,985,scream-tail,pink,cave,upright,fairy,0.2,12,80,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,pink upright scream-tail who is of fairy type and lives in cave.
984,986,brute-bonnet,gray,forest,upright,grass,0.2,12,210,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,gray upright brute-bonnet who is of grass type and lives in forest.
985,987,flutter-mane,gray,cave,arms,ghost,0.12,14,40,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,gray arms flutter-mane who is of ghost type and lives in cave.
986,988,slither-wing,red,forest,bug-wings,bug,0.12,32,920,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,red bug-wings slither-wing who is of bug type and lives in forest.
987,989,sandy-shocks,gray,grassland,upright,electric,0.12,23,600,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,gray upright sandy-shocks who is of electric type and lives in grassland.
988,990,iron-treads,gray,rough-terrain,quadruped,ground,0.12,9,2400,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,gray quadruped iron-treads who is of ground type and lives in rough-terrain.
989,991,iron-bundle,red,mountain,quadruped,ice,0.2,6,110,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,red quadruped iron-bundle who is of ice type and lives in mountain.
990,992,iron-hands,gray,urban,upright,fighting,0.2,18,3807,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,gray upright iron-hands who is of fighting type and lives in urban.
991,993,iron-jugulis,blue,rough-terrain,quadruped,dark,0.12,13,1110,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,blue quadruped iron-jugulis who is of dark type and lives in rough-terrain.
992,994,iron-moth,yellow,grassland,quadruped,fire,0.12,12,360,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,yellow quadruped iron-moth who is of fire type and lives in grassland.
993,995,iron-thorns,green,mountain,quadruped,rock,0.12,16,3030,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,green quadruped iron-thorns who is of rock type and lives in mountain.
994,996,frigibax,gray,rare,upright,dragon,0.18,5,170,thermal-exchange,ice-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,gray upright frigibax who is of dragon type and lives in rare.
995,997,arctibax,gray,rare,upright,dragon,0.1,8,300,thermal-exchange,ice-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,gray upright arctibax who is of dragon type and lives in rare.
996,998,baxcalibur,gray,rare,upright,dragon,0.04,21,2100,thermal-exchange,ice-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,gray upright baxcalibur who is of dragon type and lives in rare.
997,999,gimmighoul,brown,cave,blob,ghost,0.18,3,50,rattled,rattled,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,brown blob gimmighoul who is of ghost type and lives in cave.
998,1000,gholdengo,yellow,mountain,upright,steel,0.18,12,300,good-as-gold,good-as-gold,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,yellow upright gholdengo who is of steel type and lives in mountain.
999,1001,wo-chien,brown,grassland,quadruped,dark,0.02,15,742,tablets-of-ruin,tablets-of-ruin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,brown quadruped wo-chien who is of dark type and lives in grassland.
1000,1002,chien-pao,white,cave,upright,dark,0.02,19,1522,sword-of-ruin,sword-of-ruin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,white upright chien-pao who is of dark type and lives in cave.
1001,1003,ting-lu,brown,grassland,quadruped,dark,0.02,27,6997,vessel-of-ruin,vessel-of-ruin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,brown quadruped ting-lu who is of dark type and lives in grassland.
1002,1004,chi-yu,red,grassland,quadruped,dark,0.02,4,49,beads-of-ruin,beads-of-ruin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,red quadruped chi-yu who is of dark type and lives in grassland.
1003,1005,roaring-moon,green,rare,upright,dragon,0.04,20,3800,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,green upright roaring-moon who is of dragon type and lives in rare.
1004,1006,iron-valiant,white,urban,upright,fairy,0.04,14,350,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,white upright iron-valiant who is of fairy type and lives in urban.
1005,1007,koraidon,red,mountain,quadruped,fighting,0.01,25,3030,orichalcum-pulse,orichalcum-pulse,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,red quadruped koraidon who is of fighting type and lives in mountain.
1006,1008,miraidon,blue,cave,quadruped,electric,0.01,35,2400,hadron-engine,hadron-engine,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,blue quadruped miraidon who is of electric type and lives in cave.
1007,1009,walking-wake,blue,sea,fish,water,0.02,35,2800,protosynthesis,protosynthesis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,blue fish walking-wake who is of water type and lives in sea.
1008,1010,iron-leaves,green,forest,upright,grass,0.02,15,1250,quark-drive,quark-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,green upright iron-leaves who is of grass type and lives in forest.
1009,1011,dipplin,green,forest,squiggle,grass,0.18,4,97,supersweet-syrup,gluttony,sticky-hold,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,green squiggle dipplin who is of grass type and lives in forest.
1010,1012,poltchageist,green,forest,arms,grass,0.47,1,11,hospitality,heatproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,green arms poltchageist who is of grass type and lives in forest.
1011,1013,sinistcha,green,forest,arms,grass,0.24,2,22,hospitality,heatproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,green arms sinistcha who is of grass type and lives in forest.
1012,1014,okidogi,black,cave,quadruped,poison,0.01,18,922,toxic-chain,guard-dog,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,black quadruped okidogi who is of poison type and lives in cave.
1013,1015,munkidori,black,grassland,arms,poison,0.01,10,122,toxic-chain,frisk,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,black arms munkidori who is of poison type and lives in grassland.
1014,1016,fezandipiti,black,grassland,quadruped,poison,0.01,14,301,toxic-chain,technician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,black quadruped fezandipiti who is of poison type and lives in grassland.
1015,1017,ogerpon,green,forest,humanoid,grass,0.02,12,398,defiant,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,green humanoid ogerpon who is of grass type and lives in forest.
1016,1018,archaludon,white,mountain,humanoid,steel,0.04,20,600,stamina,sturdy,stalwart,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,white humanoid archaludon who is of steel type and lives in mountain.
1017,1019,hydrapple,green,forest,quadruped,grass,0.04,18,930,supersweet-syrup,regenerator,sticky-hold,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,green quadruped hydrapple who is of grass type and lives in forest.
1018,1020,gouging-fire,brown,mountain,quadruped,fire,0.04,35,5900,protosynthesis,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,brown quadruped gouging-fire who is of fire type and lives in mountain.
